SHOP_ID,ORIGINAL_LONGITUDE,ORIGINAL_LATITUDE,LONGITUDE,LATITUDE,NET_LONGITUDE,NET_LATITUDE
360102100533,115.87862400,28.68194400,0E-8,0E-8,0E-8,0E-8
360102100534,115.88059000,28.68083400,0E-8,0E-8,0E-8,0E-8
360102100536,115.87890000,28.68034200,0E-8,0E-8,0E-8,0E-8
360102100539,115.87981000,28.67849700,0E-8,0E-8,0E-8,0E-8
360102100552,115.91340000,28.70990200,0E-8,0E-8,0E-8,0E-8
360102100559,115.88485000,28.68338000,0E-8,0E-8,0E-8,0E-8
360102100565,115.88054000,28.68655000,0E-8,0E-8,0E-8,0E-8
360102100568,115.88087000,28.68239000,0E-8,0E-8,0E-8,0E-8
360102100573,115.87789000,28.68090800,0E-8,0E-8,0E-8,0E-8
360102100575,115.88273000,28.68140400,0E-8,0E-8,0E-8,0E-8
360102100580,115.88142000,28.68459500,0E-8,0E-8,0E-8,0E-8
360102100586,115.88141000,28.68420000,0E-8,0E-8,0E-8,0E-8
360102100587,115.87887000,28.68045600,0E-8,0E-8,0E-8,0E-8
360102100592,115.87772000,28.68585600,0E-8,0E-8,0E-8,0E-8
360102100594,115.88100400,28.68090200,0E-8,0E-8,0E-8,0E-8
360102100597,115.88343000,28.68384200,0E-8,0E-8,0E-8,0E-8
360102100603,115.87779000,28.68609600,0E-8,0E-8,0E-8,0E-8
360102100611,115.88093000,28.67856800,0E-8,0E-8,0E-8,0E-8
360102100618,115.87779000,28.68471100,0E-8,0E-8,0E-8,0E-8
360102100619,115.88096000,28.68111600,0E-8,0E-8,0E-8,0E-8
360102100626,115.88558000,28.68079800,0E-8,0E-8,0E-8,0E-8
360102100629,115.88043000,28.68089700,0E-8,0E-8,0E-8,0E-8
360102100630,115.88003000,28.68431300,0E-8,0E-8,0E-8,0E-8
360102100632,115.88096000,28.68594000,0E-8,0E-8,0E-8,0E-8
360102100641,115.88950000,28.69315000,0E-8,0E-8,0E-8,0E-8
360102100649,115.88798000,28.69186000,0E-8,0E-8,0E-8,0E-8
360102100653,115.88674000,28.69325000,0E-8,0E-8,0E-8,0E-8
360102100657,115.88927500,28.69736900,0E-8,0E-8,0E-8,0E-8
360102100658,115.89287600,28.70048500,0E-8,0E-8,0E-8,0E-8
360102100672,115.89012000,28.69796400,0E-8,0E-8,0E-8,0E-8
360102100675,115.89164000,28.69887000,0E-8,0E-8,0E-8,0E-8
360102100677,115.89283000,28.69160700,0E-8,0E-8,0E-8,0E-8
360102100698,115.89028000,28.69766000,0E-8,0E-8,0E-8,0E-8
360102100707,115.88523000,28.69641000,0E-8,0E-8,0E-8,0E-8
360102100728,115.89630000,28.69127000,0E-8,0E-8,0E-8,0E-8
360102100759,115.88701000,28.68671200,0E-8,0E-8,0E-8,0E-8
360102100765,115.88980000,28.68917000,0E-8,0E-8,0E-8,0E-8
360102100770,115.88680000,28.69038000,0E-8,0E-8,0E-8,0E-8
360102100783,115.88779400,28.68168300,0E-8,0E-8,0E-8,0E-8
360102100795,115.88616000,28.68717600,0E-8,0E-8,0E-8,0E-8
360102100797,115.89002000,28.68565400,0E-8,0E-8,0E-8,0E-8
360102100802,115.88584000,28.68541500,0E-8,0E-8,0E-8,0E-8
360102100808,115.88722000,28.68559300,0E-8,0E-8,0E-8,0E-8
360102100833,115.88734400,28.68485000,0E-8,0E-8,0E-8,0E-8
360102100835,115.88957000,28.68552600,0E-8,0E-8,0E-8,0E-8
360102100839,115.88580000,28.68853000,0E-8,0E-8,0E-8,0E-8
360102100853,115.89000000,28.68890000,0E-8,0E-8,0E-8,0E-8
360102100862,115.88649000,28.68580600,0E-8,0E-8,0E-8,0E-8
360102100868,115.88591000,28.68550000,0E-8,0E-8,0E-8,0E-8
360102100871,115.89017000,28.68331100,0E-8,0E-8,0E-8,0E-8
360102100872,115.88418000,28.68578700,0E-8,0E-8,0E-8,0E-8
360102100874,115.88509000,28.68739500,0E-8,0E-8,0E-8,0E-8
360102100875,115.88941000,28.68543200,0E-8,0E-8,0E-8,0E-8
360102100880,115.88660000,28.68958000,0E-8,0E-8,0E-8,0E-8
360102100881,115.88990000,28.68950000,0E-8,0E-8,0E-8,0E-8
360102100891,115.88550000,28.69073000,0E-8,0E-8,0E-8,0E-8
360102100895,115.88547000,28.68707300,0E-8,0E-8,0E-8,0E-8
360102100900,115.88376000,28.68733800,0E-8,0E-8,0E-8,0E-8
360102100907,115.88110000,28.68811000,0E-8,0E-8,0E-8,0E-8
360102100908,115.88190000,28.68867000,0E-8,0E-8,0E-8,0E-8
360102100910,115.87980000,28.68964000,0E-8,0E-8,0E-8,0E-8
360102100917,115.88340000,28.68939000,0E-8,0E-8,0E-8,0E-8
360102100923,115.88010000,28.68871000,0E-8,0E-8,0E-8,0E-8
360102100927,115.87920000,28.68765000,0E-8,0E-8,0E-8,0E-8
360102100929,115.88070000,28.68949000,0E-8,0E-8,0E-8,0E-8
360102100934,115.87920000,28.68785000,0E-8,0E-8,0E-8,0E-8
360102100935,115.88150000,28.69047000,0E-8,0E-8,0E-8,0E-8
360102100957,115.88560000,28.68908000,0E-8,0E-8,0E-8,0E-8
360102100958,115.87860000,28.68782000,0E-8,0E-8,0E-8,0E-8
360102100959,115.88010000,28.68918000,0E-8,0E-8,0E-8,0E-8
360102100960,115.87850000,28.68818000,0E-8,0E-8,0E-8,0E-8
360102100996,115.87790000,28.68629000,0E-8,0E-8,0E-8,0E-8
360102101013,115.88400000,28.68883000,0E-8,0E-8,0E-8,0E-8
360102101014,115.88810000,28.68931000,0E-8,0E-8,0E-8,0E-8
360102101016,115.88290000,28.69043000,0E-8,0E-8,0E-8,0E-8
360102101019,115.88110000,28.68641000,0E-8,0E-8,0E-8,0E-8
360102101024,115.88350000,28.69044000,0E-8,0E-8,0E-8,0E-8
360102101033,115.87820000,28.68673000,0E-8,0E-8,0E-8,0E-8
360102101038,115.87760000,28.68765000,0E-8,0E-8,0E-8,0E-8
360102101040,115.87780000,28.68864000,0E-8,0E-8,0E-8,0E-8
360102101042,115.87760000,28.68804000,0E-8,0E-8,0E-8,0E-8
360102101046,115.88240000,28.68789000,0E-8,0E-8,0E-8,0E-8
360102101047,115.87840000,28.68826000,0E-8,0E-8,0E-8,0E-8
360102101052,115.87910000,28.68829000,0E-8,0E-8,0E-8,0E-8
360102101060,115.91880000,28.69013000,0E-8,0E-8,0E-8,0E-8
360102101068,115.91440000,28.67809000,0E-8,0E-8,0E-8,0E-8
360102101073,115.54420000,28.40410000,0E-8,0E-8,0E-8,0E-8
360102101087,115.54490000,28.40480000,0E-8,0E-8,0E-8,0E-8
360102101100,115.91404000,28.68853200,0E-8,0E-8,0E-8,0E-8
360102101101,115.92050000,28.68823000,0E-8,0E-8,0E-8,0E-8
360102101120,115.91610000,28.68312000,0E-8,0E-8,0E-8,0E-8
360102101122,115.91820000,28.68862000,0E-8,0E-8,0E-8,0E-8
360102101126,115.91900000,28.68754000,0E-8,0E-8,0E-8,0E-8
360102101131,115.91130000,28.68964000,0E-8,0E-8,0E-8,0E-8
360102101137,115.91360000,28.68970000,0E-8,0E-8,0E-8,0E-8
360102101139,115.91920000,28.68581000,0E-8,0E-8,0E-8,0E-8
360102101141,115.91870000,28.68552000,0E-8,0E-8,0E-8,0E-8
360102101147,115.54480000,28.41800000,0E-8,0E-8,0E-8,0E-8
360102101148,115.54420000,28.40410000,0E-8,0E-8,0E-8,0E-8
360102101159,115.91430000,28.68887000,0E-8,0E-8,0E-8,0E-8
360102101162,115.91940000,28.68791000,0E-8,0E-8,0E-8,0E-8
360102101170,115.89477500,28.68611000,0E-8,0E-8,0E-8,0E-8
360102101178,115.88780000,28.68167700,0E-8,0E-8,0E-8,0E-8
360102101185,115.89200000,28.69098300,0E-8,0E-8,0E-8,0E-8
360102101196,115.89424000,28.68171300,0E-8,0E-8,0E-8,0E-8
360102101197,115.89350000,28.68874000,0E-8,0E-8,0E-8,0E-8
360102101203,115.89038000,28.68348300,0E-8,0E-8,0E-8,0E-8
360102101215,115.89420000,28.68737200,0E-8,0E-8,0E-8,0E-8
360102101239,115.89836000,28.68217700,0E-8,0E-8,0E-8,0E-8
360102101240,115.89387000,28.68285800,0E-8,0E-8,0E-8,0E-8
360102101242,115.89535000,28.68516300,0E-8,0E-8,0E-8,0E-8
360102101244,115.89535000,28.68516300,0E-8,0E-8,0E-8,0E-8
360102101250,115.88780000,28.68167700,0E-8,0E-8,0E-8,0E-8
360102101253,115.89838400,28.68270000,0E-8,0E-8,0E-8,0E-8
360102101256,115.89802600,28.67994300,0E-8,0E-8,0E-8,0E-8
360102101259,115.88861000,28.68153800,0E-8,0E-8,0E-8,0E-8
360102101267,115.88875600,28.68231400,0E-8,0E-8,0E-8,0E-8
360102101271,115.88892000,28.68190000,0E-8,0E-8,0E-8,0E-8
360102101274,115.89384500,28.68307300,0E-8,0E-8,0E-8,0E-8
360102101278,115.89351000,28.68553400,0E-8,0E-8,0E-8,0E-8
360102101296,115.89859000,28.68627500,0E-8,0E-8,0E-8,0E-8
360102101299,115.88830000,28.68057000,0E-8,0E-8,0E-8,0E-8
360102101312,115.89351000,28.68553400,0E-8,0E-8,0E-8,0E-8
360102101315,115.89166000,28.68416400,0E-8,0E-8,0E-8,0E-8
360102101328,115.89503500,28.68765600,0E-8,0E-8,0E-8,0E-8
360102101348,115.89430000,28.69619000,0E-8,0E-8,0E-8,0E-8
360102101349,115.90373000,28.69970100,0E-8,0E-8,0E-8,0E-8
360102101358,115.89650000,28.69640000,0E-8,0E-8,0E-8,0E-8
360102101370,115.89430000,28.69665000,0E-8,0E-8,0E-8,0E-8
360102101380,115.89563000,28.69564200,0E-8,0E-8,0E-8,0E-8
360102101382,115.89549000,28.69662300,0E-8,0E-8,0E-8,0E-8
360102101383,115.91420000,28.70719000,0E-8,0E-8,0E-8,0E-8
360102101387,115.89710000,28.69467000,0E-8,0E-8,0E-8,0E-8
360102101412,115.90190000,28.69669000,0E-8,0E-8,0E-8,0E-8
360102105235,115.88651000,28.67979600,0E-8,0E-8,0E-8,0E-8
360102105306,115.88680000,28.69085000,0E-8,0E-8,0E-8,0E-8
360102105318,115.90851000,28.67880200,0E-8,0E-8,0E-8,0E-8
360102105328,115.90690000,28.70114000,0E-8,0E-8,0E-8,0E-8
360102105363,115.88614000,28.68382500,0E-8,0E-8,0E-8,0E-8
360102105371,115.91310000,28.70213000,0E-8,0E-8,0E-8,0E-8
360102105442,115.88650000,28.68798000,0E-8,0E-8,0E-8,0E-8
360102105464,115.88358000,28.68511000,0E-8,0E-8,0E-8,0E-8
360102105467,115.90880000,28.69763000,0E-8,0E-8,0E-8,0E-8
360102105485,115.89869000,28.69383200,0E-8,0E-8,0E-8,0E-8
360102105501,115.90427000,28.68860800,0E-8,0E-8,0E-8,0E-8
360102105530,115.87850000,28.68930000,0E-8,0E-8,0E-8,0E-8
360102105562,115.89740000,28.69215000,0E-8,0E-8,0E-8,0E-8
360102105604,115.88332000,28.68373100,0E-8,0E-8,0E-8,0E-8
360102105608,115.90360000,28.69298000,0E-8,0E-8,0E-8,0E-8
360102105650,115.91270000,28.69493000,0E-8,0E-8,0E-8,0E-8
360102105660,115.92200000,28.69262000,0E-8,0E-8,0E-8,0E-8
360102105669,115.92030000,28.69446200,0E-8,0E-8,0E-8,0E-8
360102105675,115.91340000,28.68811000,0E-8,0E-8,0E-8,0E-8
360102105731,115.91150000,28.70375000,0E-8,0E-8,0E-8,0E-8
360102105734,115.54390000,28.40420000,0E-8,0E-8,0E-8,0E-8
360102105755,115.88693000,28.69694100,0E-8,0E-8,0E-8,0E-8
360102105827,115.89110000,28.69157000,0E-8,0E-8,0E-8,0E-8
360102105856,115.54490000,28.41800000,0E-8,0E-8,0E-8,0E-8
360102105941,115.90960000,28.68848000,0E-8,0E-8,0E-8,0E-8
360102105947,115.89121000,28.68851900,0E-8,0E-8,0E-8,0E-8
360102106053,115.91590000,28.68728000,0E-8,0E-8,0E-8,0E-8
360102106055,115.88151600,28.68560600,0E-8,0E-8,0E-8,0E-8
360102106066,115.87970000,28.68777000,0E-8,0E-8,0E-8,0E-8
360102106070,115.88080000,28.69066000,0E-8,0E-8,0E-8,0E-8
360102106118,115.90200000,28.68944000,0E-8,0E-8,0E-8,0E-8
360102106131,115.88130000,28.68968000,0E-8,0E-8,0E-8,0E-8
360102106134,115.88280000,28.68937000,0E-8,0E-8,0E-8,0E-8
360102106138,115.88100000,28.68758000,0E-8,0E-8,0E-8,0E-8
360102106242,115.89090000,28.69321000,0E-8,0E-8,0E-8,0E-8
360102106259,115.92200000,28.67735000,0E-8,0E-8,0E-8,0E-8
360102106262,115.88860000,28.68153800,0E-8,0E-8,0E-8,0E-8
360102106328,115.88674000,28.69304800,0E-8,0E-8,0E-8,0E-8
360102106349,115.89480000,28.68889000,0E-8,0E-8,0E-8,0E-8
360102106365,115.91620000,28.68779000,0E-8,0E-8,0E-8,0E-8
360102106510,115.89323400,28.70063000,0E-8,0E-8,0E-8,0E-8
360102106527,115.91950000,28.69244000,0E-8,0E-8,0E-8,0E-8
360102106604,115.88763400,28.68335300,0E-8,0E-8,0E-8,0E-8
360102106637,115.88757000,28.68520700,0E-8,0E-8,0E-8,0E-8
360102106698,115.89313000,28.68502400,0E-8,0E-8,0E-8,0E-8
360102106761,115.91620000,28.68806000,0E-8,0E-8,0E-8,0E-8
360102106764,115.91800000,28.68746000,0E-8,0E-8,0E-8,0E-8
360102106860,115.90120000,28.69458000,0E-8,0E-8,0E-8,0E-8
360102106863,115.88010000,28.68401000,0E-8,0E-8,0E-8,0E-8
360102107014,115.87890000,28.68753000,0E-8,0E-8,0E-8,0E-8
360102107129,115.90896600,28.70519400,0E-8,0E-8,0E-8,0E-8
360102107156,115.91430000,28.68947000,0E-8,0E-8,0E-8,0E-8
360102107175,115.90020000,28.68829200,0E-8,0E-8,0E-8,0E-8
360102107216,115.89080000,28.68599100,0E-8,0E-8,0E-8,0E-8
360102107325,115.90047500,28.68570000,0E-8,0E-8,0E-8,0E-8
360102107348,115.88241000,28.67898400,0E-8,0E-8,0E-8,0E-8
360102107375,115.87990000,28.69015000,0E-8,0E-8,0E-8,0E-8
360102107423,115.88001000,28.68348500,0E-8,0E-8,0E-8,0E-8
360102107584,115.91910000,28.68516000,0E-8,0E-8,0E-8,0E-8
360102107647,115.91530000,28.68463000,0E-8,0E-8,0E-8,0E-8
360102107677,115.89007600,28.67973000,0E-8,0E-8,0E-8,0E-8
360102107678,115.89619400,28.68514400,0E-8,0E-8,0E-8,0E-8
360102107806,115.88263000,28.68677300,0E-8,0E-8,0E-8,0E-8
360102107937,115.91720000,28.69519000,0E-8,0E-8,0E-8,0E-8
360102107947,115.90950000,28.69454000,0E-8,0E-8,0E-8,0E-8
360102108060,115.90417500,28.69030200,0E-8,0E-8,0E-8,0E-8
360102108073,115.88102000,28.68573600,0E-8,0E-8,0E-8,0E-8
360102108127,115.90829500,28.69122300,0E-8,0E-8,0E-8,0E-8
360102108177,115.88600000,28.68864000,0E-8,0E-8,0E-8,0E-8
360102108186,115.89979600,28.68516200,0E-8,0E-8,0E-8,0E-8
360102108344,115.89980000,28.68517000,0E-8,0E-8,0E-8,0E-8
360102108351,115.87840000,28.68121700,0E-8,0E-8,0E-8,0E-8
360102108355,115.90978000,28.70433400,0E-8,0E-8,0E-8,0E-8
360102108372,115.87751000,28.68162700,0E-8,0E-8,0E-8,0E-8
360102108375,115.87775400,28.68596500,0E-8,0E-8,0E-8,0E-8
360102108439,115.88780000,28.68167700,0E-8,0E-8,0E-8,0E-8
360102108479,115.90417500,28.68477600,0E-8,0E-8,0E-8,0E-8
360102108532,115.88167000,28.68118000,0E-8,0E-8,0E-8,0E-8
360102108627,115.88722000,28.68559300,0E-8,0E-8,0E-8,0E-8
360102108703,115.87818000,28.68197400,0E-8,0E-8,0E-8,0E-8
360102108746,115.91380000,28.68953000,0E-8,0E-8,0E-8,0E-8
360102108793,115.90394600,28.68664200,0E-8,0E-8,0E-8,0E-8
360102108803,115.91333000,28.68628900,0E-8,0E-8,0E-8,0E-8
360102108845,115.91690000,28.69531000,0E-8,0E-8,0E-8,0E-8
360102108852,115.89512000,28.69569600,0E-8,0E-8,0E-8,0E-8
360102108906,115.89287600,28.68561600,0E-8,0E-8,0E-8,0E-8
360102108927,115.90211000,28.68068500,0E-8,0E-8,0E-8,0E-8
360102108984,115.88500000,28.68938000,0E-8,0E-8,0E-8,0E-8
360102108998,115.88569000,28.68601400,0E-8,0E-8,0E-8,0E-8
360102109073,115.87857000,28.68038200,0E-8,0E-8,0E-8,0E-8
360102109090,115.54480000,28.41800000,0E-8,0E-8,0E-8,0E-8
360102109091,115.90993500,28.68883700,0E-8,0E-8,0E-8,0E-8
360102109336,115.88249000,28.68518800,0E-8,0E-8,0E-8,0E-8
360102109527,115.88919000,28.69740700,0E-8,0E-8,0E-8,0E-8
360102109559,115.88586000,28.69661300,0E-8,0E-8,0E-8,0E-8
360102109617,115.89337000,28.68483000,0E-8,0E-8,0E-8,0E-8
360102109623,115.90118400,28.68547200,0E-8,0E-8,0E-8,0E-8
360102109625,115.90560000,28.69327000,0E-8,0E-8,0E-8,0E-8
360102109756,115.87810000,28.68196000,0E-8,0E-8,0E-8,0E-8
360102109757,115.88491000,28.68345300,0E-8,0E-8,0E-8,0E-8
360102109759,115.89535000,28.68516300,0E-8,0E-8,0E-8,0E-8
360102109776,115.90620000,28.69698000,0E-8,0E-8,0E-8,0E-8
360102109784,115.88864000,28.67969000,0E-8,0E-8,0E-8,0E-8
360102109787,115.89859000,28.68630000,0E-8,0E-8,0E-8,0E-8
360102109793,115.89180000,28.69211000,0E-8,0E-8,0E-8,0E-8
360102109794,115.88150000,28.68806000,0E-8,0E-8,0E-8,0E-8
360102109797,115.88780000,28.68951000,0E-8,0E-8,0E-8,0E-8
360102109801,115.89650000,28.69640000,0E-8,0E-8,0E-8,0E-8
360102110114,115.90337000,28.69155000,0E-8,0E-8,0E-8,0E-8
360102110156,115.88520000,28.68503400,0E-8,0E-8,0E-8,0E-8
360102110200,115.54430000,28.40490000,0E-8,0E-8,0E-8,0E-8
360102110245,115.88616000,28.68709000,0E-8,0E-8,0E-8,0E-8
360102110247,115.89535000,28.68516300,0E-8,0E-8,0E-8,0E-8
360102110252,115.90920000,28.69653000,0E-8,0E-8,0E-8,0E-8
360102110361,115.88817000,28.68585200,0E-8,0E-8,0E-8,0E-8
360102110462,115.88376000,28.68591900,0E-8,0E-8,0E-8,0E-8
360102110483,115.54400000,28.40470000,0E-8,0E-8,0E-8,0E-8
360102110499,115.87850000,28.68597000,0E-8,0E-8,0E-8,0E-8
360102110510,115.54500000,28.40520000,0E-8,0E-8,0E-8,0E-8
360102110534,115.88980000,28.68978000,0E-8,0E-8,0E-8,0E-8
360102110739,115.88328000,28.69455300,0E-8,0E-8,0E-8,0E-8
360102110779,115.54460000,28.40590000,0E-8,0E-8,0E-8,0E-8
360102110897,115.91410000,28.70675000,0E-8,0E-8,0E-8,0E-8
360102110941,115.91212500,28.70913000,0E-8,0E-8,0E-8,0E-8
360102110976,115.90250000,28.69790000,0E-8,0E-8,0E-8,0E-8
360102110978,115.87834000,28.68230000,0E-8,0E-8,0E-8,0E-8
360102110992,115.91950000,28.68255000,0E-8,0E-8,0E-8,0E-8
360102111061,115.90563000,28.68793000,0E-8,0E-8,0E-8,0E-8
360102111083,115.88690000,28.68282900,0E-8,0E-8,0E-8,0E-8
360102111206,115.88948000,28.68458200,0E-8,0E-8,0E-8,0E-8
360102111216,115.89370000,28.69144000,0E-8,0E-8,0E-8,0E-8
360102111293,115.88591000,28.68550000,0E-8,0E-8,0E-8,0E-8
360102111334,115.91094000,28.71404000,0E-8,0E-8,0E-8,0E-8
360102111456,115.91870000,28.67777000,0E-8,0E-8,0E-8,0E-8
360102111458,115.90417500,28.68477600,0E-8,0E-8,0E-8,0E-8
360102111466,115.90505000,28.68589200,0E-8,0E-8,0E-8,0E-8
360102111477,115.89274000,28.70053300,0E-8,0E-8,0E-8,0E-8
360102111478,115.92229500,28.69357300,0E-8,0E-8,0E-8,0E-8
360102111515,115.88300000,28.68917000,0E-8,0E-8,0E-8,0E-8
360102111527,115.88521600,28.68700000,0E-8,0E-8,0E-8,0E-8
360102111600,115.91501600,28.70853200,0E-8,0E-8,0E-8,0E-8
360102111605,115.89157000,28.69864700,0E-8,0E-8,0E-8,0E-8
360102111610,115.91138500,28.70507800,0E-8,0E-8,0E-8,0E-8
360102111620,115.91653000,28.71563100,0E-8,0E-8,0E-8,0E-8
360102111752,115.89351000,28.68553400,0E-8,0E-8,0E-8,0E-8
360102111773,115.88369000,28.68190200,0E-8,0E-8,0E-8,0E-8
360102111867,115.88369000,28.68190200,0E-8,0E-8,0E-8,0E-8
360102111868,115.88290000,28.69048000,0E-8,0E-8,0E-8,0E-8
360102111870,115.88260000,28.69064000,0E-8,0E-8,0E-8,0E-8
360102111908,115.88434600,28.68602800,0E-8,0E-8,0E-8,0E-8
360102111984,115.89905000,28.67832400,0E-8,0E-8,0E-8,0E-8
360102111985,115.88130000,28.68495000,0E-8,0E-8,0E-8,0E-8
360102111986,115.89960000,28.66200000,0E-8,0E-8,0E-8,0E-8
360102112057,115.87761000,28.68202200,0E-8,0E-8,0E-8,0E-8
360102112061,115.89833000,28.68238000,0E-8,0E-8,0E-8,0E-8
360102112066,115.87818000,28.68203000,0E-8,0E-8,0E-8,0E-8
360102112161,115.89798000,28.68166700,0E-8,0E-8,0E-8,0E-8
360102112164,115.90490000,28.69395000,0E-8,0E-8,0E-8,0E-8
360102112182,115.92220000,28.68192000,0E-8,0E-8,0E-8,0E-8
360102112252,115.88515000,28.68533000,0E-8,0E-8,0E-8,0E-8
360102112265,115.92177600,28.69261400,0E-8,0E-8,0E-8,0E-8
360102112351,115.89326500,28.69210600,0E-8,0E-8,0E-8,0E-8
360102112357,115.91154000,28.71044700,0E-8,0E-8,0E-8,0E-8
360102112406,115.89770000,28.69254000,0E-8,0E-8,0E-8,0E-8
360102112439,115.91840000,28.69101000,0E-8,0E-8,0E-8,0E-8
360102112443,115.91050000,28.70283000,0E-8,0E-8,0E-8,0E-8
360102112509,115.87880000,28.68928000,0E-8,0E-8,0E-8,0E-8
360102112516,115.87971500,28.68163700,0E-8,0E-8,0E-8,0E-8
360102112523,115.88641000,28.68129500,0E-8,0E-8,0E-8,0E-8
360102112581,115.89821000,28.68091600,0E-8,0E-8,0E-8,0E-8
360102112588,115.92234000,28.69250000,0E-8,0E-8,0E-8,0E-8
360102112598,115.92341600,28.69476500,0E-8,0E-8,0E-8,0E-8
360102112647,115.89420000,28.68168400,0E-8,0E-8,0E-8,0E-8
360102112815,115.89720000,28.69249000,0E-8,0E-8,0E-8,0E-8
360102113004,115.88259000,28.68070000,0E-8,0E-8,0E-8,0E-8
360102113009,115.89320000,28.68959000,0E-8,0E-8,0E-8,0E-8
360102113010,115.88090000,28.68778000,0E-8,0E-8,0E-8,0E-8
360102113019,115.89980000,28.68517000,0E-8,0E-8,0E-8,0E-8
360102113138,115.90459400,28.68654300,0E-8,0E-8,0E-8,0E-8
360102113155,115.88043000,28.68089700,0E-8,0E-8,0E-8,0E-8
360102113167,115.89477000,28.68322600,0E-8,0E-8,0E-8,0E-8
360102113195,115.87825000,28.68160400,0E-8,0E-8,0E-8,0E-8
360102113256,115.91119000,28.67817300,0E-8,0E-8,0E-8,0E-8
360102113259,115.90950000,28.70338000,0E-8,0E-8,0E-8,0E-8
360102113262,115.92161600,28.69429000,0E-8,0E-8,0E-8,0E-8
360102113264,115.88000000,28.68864000,0E-8,0E-8,0E-8,0E-8
